clip_id,scene,anchor_token,n_lidar_correspondences,oracle_scale_ok,s0,s_c3,s_oracle,a_clip,residual_saturation,abs_log_err_const,abs_log_err_c3,rel_err_const,rel_err_c3,depth_const_abs_rel,depth_const_median_abs_rel,depth_const_median_abs_log,depth_const_rmse_m,depth_const_delta1,depth_const_n_valid,depth_c3_abs_rel,depth_c3_median_abs_rel,depth_c3_median_abs_log,depth_c3_rmse_m,depth_c3_delta1,depth_c3_n_valid,depth_oracle_abs_rel,depth_oracle_median_abs_rel,depth_oracle_median_abs_log,depth_oracle_rmse_m,depth_oracle_delta1,depth_oracle_n_valid
scene-0003_CAM_FRONT_fd842039_f56a5440,scene-0003,f56a544064a548a39a81f18cc8f633c5,1899,1,27.3665,20.150173352169045,14.237754754080942,-0.3061067461967468,0.0003125136724731707,0.6534224158493931,0.34731566965264626,0.9221078374141813,0.41526341057345695,0.8765861740518451,0.9145356916504135,0.653451287403251,10.201615472524722,0.015271195365982097,1899,0.4189362763481747,0.4183881355685075,0.3510655689735216,8.597656150371403,0.061084781463928386,1899,0.09733141891199037,0.0421505564870301,0.04197660696811267,8.698522478125478,0.9025803054239073,1899
scene-0003_CAM_FRONT_f286cdae_21b99feb,scene-0003,21b99febc5c14f7385e787fe81e96670,2013,1,27.3665,20.855235603336308,16.93381406553554,-0.27171461284160614,6.58603760028739e-05,0.48000718242741724,0.20829256958581155,0.6160860095716729,0.2315734377751213,0.5979150282191669,0.6123855621684696,0.47904813373358235,9.559778925062643,0.02533532041728763,2013,0.2561845622485959,0.2322804235861435,0.20891392541072173,8.89773167740948,0.6835568802781917,2013,0.08819732645691364,0.02314861855592562,0.0233531399185829,9.161146955876596,0.907103825136612,2013
scene-0003_CAM_FRONT_cd908fdc_6180726f,scene-0003,6180726fc8744ea2b129ebaad6f79cee,2045,1,27.3665,20.741134019105935,16.364306191081752,-0.27720075845718384,0.0,0.5142171264842337,0.23701636802704984,0.6723287672846308,0.2674618634555661,0.6295757887512754,0.6627493589502935,0.5105404562923379,8.695373949523487,0.026405867970660146,2045,0.2779341437455901,0.26389109840334424,0.23445594096343703,7.804153725908569,0.3628361858190709,2045,0.09716248710819854,0.02613732365054503,0.026312961226037768,8.096560698782264,0.8992665036674816,2045
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,e617edf72860495abd928aaf57dfa5fa,1941,1,27.3665,19.491413464823424,14.899686587718293,-0.3393456041812897,0.0,0.6079794592888796,0.26863385510758997,0.8367164865439527,0.308176071360458,0.80056883213085,0.8279928958095398,0.6081203887197928,11.187016263598057,0.023183925811437404,1941,0.34564109382118124,0.30940610417030595,0.2696283696514594,10.675975939989794,0.17104585265327152,1941,0.12414098652615012,0.030847904377563688,0.030865369971601053,10.995416656265126,0.8660484286450283,1941
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,5e4e25f87ec84942ac459a55fe064330,1970,1,27.3665,19.749849777021314,15.817776840948069,-0.3261737525463104,1.58129267513607e-05,0.5481852135583534,0.22201146101204294,0.730110386255755,0.24858568783788515,0.7126131178054583,0.7254460523946622,0.5550150324178602,10.616719784766381,0.026395939086294416,1970,0.3257141158609957,0.2596182275932476,0.23111175918939786,10.456388315718355,0.4451776649746193,1970,0.16998637701442662,0.049205465106951625,0.04946887330352168,10.724339892792026,0.8218274111675127,1970
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,57a79294b87e4b55a7bcf58f7f8c6326,1833,1,27.3665,21.55475483264289,18.294583445878857,-0.23872320353984833,0.00012905549386236083,0.40271460816703497,0.1639914046271871,0.4958799188272709,0.17820418794495363,0.47041908220039363,0.4881133052988171,0.39793622868143164,6.483633819507128,0.02236770321876705,1833,0.17644565232927603,0.17411770195642312,0.16067745233386588,5.406321262707928,0.9541734860883797,1833,0.058260366399118094,0.019291609756452142,0.019427190615280088,5.48531894093315,0.9541734860883797,1833
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,1b5a6659994e466991ba17e9998fc05e,2121,1,27.3665,31.14718538860169,23.564432141562815,0.1294042468070984,0.0,0.14958117508845792,0.2789854218955563,0.16134773949129544,0.32178807456448144,0.18482263521818212,0.15869471254958523,0.1474240238369391,5.390820075909449,0.90994813767091,2121,0.3274131134951558,0.31793808863096157,0.2762741778885982,5.889604613119098,0.12258368694012259,2121,0.07287621766465664,0.018157320616540646,0.018183705042990272,5.48801253144778,0.9198491277699199,2121
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,20684b77c01641e7a5ada48308a0b1e1,2716,1,27.3665,27.192862080835372,22.216392100533916,-0.006365122273564339,0.0,0.2084892383231196,0.20212411604955527,0.231815673587356,0.2239999167183342,0.2195303151954349,0.22680116976298464,0.2045711330780693,3.7346090422191693,0.8177466863033873,2716,0.212070041966328,0.21901722945836496,0.19826735679744278,3.623163156133497,0.8722385861561119,2716,0.034149469826847294,0.015020068835853525,0.015044629848511848,2.019793598362736,0.975699558173785,2716
scene-0012_CAM_FRONT_88a090c5_20a871df,scene-0012,20a871df4033487ab94d4d3b86f69af1,2616,1,27.3665,28.846918318789662,23.36332651244036,0.05268353223800659,0.0,0.15815208774228573,0.21083561998029232,0.1713443282756868,0.23470937682737225,0.14725887454471476,0.1580070780084692,0.14734899291198045,3.18816789396737,0.9640672782874617,2616,0.19818849116057705,0.21919478099305187,0.19840066630385844,3.551032855652196,0.7920489296636085,2616,0.05929398729833401,0.021095945305790002,0.021143947558430742,3.593761905016174,0.9285168195718655,2616
scene-0012_CAM_FRONT_c51b9abd_745713b3,scene-0012,745713b3baae4ea18de5c74eb4d06bb8,2678,1,27.3665,28.54006409792475,22.10151367270884,0.041989220306277275,0.0,0.2136735394817304,0.2556627597880077,0.2382183593964613,0.2913171704237747,0.2271180317065248,0.23548966426511408,0.21180873576955805,4.640990179762544,0.6833457804331591,2678,0.27125830729291867,0.2876474210327691,0.2532925107364098,5.0253351271603455,0.27520537714712473,2678,0.07347108973243538,0.026002257052876142,0.02600910494368347,4.559535189679854,0.8965646004480956,2678
scene-0012_CAM_FRONT_d34f2eec_5254163f,scene-0012,5254163f8fcd4362b6019bbb88dc13ec,2444,1,27.3665,27.71201817187926,21.285151380492376,0.01254655048251152,0.0,0.25130992630904725,0.26385647679155877,0.2857084974777824,0.3019413240949296,0.2660357960962683,0.28694219562722817,0.252806535328706,3.367977017486949,0.2892798690671031,2444,0.28062265967512956,0.30300396267175556,0.2651143248232295,3.5280692912174243,0.2569558101472995,2444,0.06661552689152789,0.03177144283197703,0.0315238918082732,2.265240492151333,0.9300327332242226,2444
scene-0012_CAM_FRONT_62697033_a2d86049,scene-0012,a2d8604904294c2fb73648830a2604aa,2037,1,27.3665,30.879221694101815,24.191947651756465,0.1207638829946518,0.0,0.12329980150885023,0.24406368450350202,0.13122351263078413,0.27642561643273966,0.13422888869401822,0.1275725654335537,0.12013039866495823,2.4792799876007234,0.9096710849288169,2037,0.2651496039213453,0.2708322178814669,0.24008744050747488,3.34032764223517,0.3328424153166421,2037,0.059305064538475685,0.02188274277728223,0.022103947674248392,2.802282740756094,0.9474717722140402,2037
scene-0012_CAM_FRONT_114d8a1f_b76ef036,scene-0012,b76ef036cbaa450fab76e2b42f97d1d6,2460,1,27.3665,32.926359932685386,26.1537130254166,0.18495391309261322,0.0,0.04532846770668897,0.2302823807993022,0.046371502715686796,0.2589554645907073,0.08481397504048553,0.05471579716575377,0.053653846929504256,3.8615427037857786,0.9040650406504065,2460,0.21974359386082812,0.22948155013333277,0.20809055935416976,3.757621760138404,0.5865853658536585,2460,0.08360178588185602,0.035241133667067825,0.035521668098732806,4.165941793529715,0.8886178861788618,2460
scene-0012_CAM_FRONT_5e8e7172_56a8812e,scene-0012,56a8812e2fae4b13960c853cebe58374,1928,1,27.3665,33.627877671348934,24.797209017181597,0.206035777926445,0.0,0.09858853042964189,0.3046243083560869,0.10361210332332882,0.35611542605656576,0.12591575223209323,0.105215111258005,0.10008016216823701,3.699430381014692,0.950207468879668,1928,0.3630983048692602,0.3572811975837763,0.3054835793629187,5.087528512617873,0.05342323651452282,1928,0.04769952744691076,0.011114261040478614,0.011110763273591062,3.6968818058683155,0.9512448132780082,1928
scene-0012_CAM_FRONT_2e8bed7f_45a4f3c2,scene-0012,45a4f3c2a8a44161bf74a0de34aff804,2595,1,27.3665,31.839410080786276,25.607047448804522,0.15138519555330276,0.0,0.06645203306890712,0.2178372286222099,0.0687097001211523,0.24338466371189216,0.08551605329108149,0.06955155003093745,0.06760056698352468,3.1765879401040964,0.9722543352601156,2595,0.24021680525997804,0.24135921145859737,0.21622910076810742,3.9317792102004643,0.6369942196531792,2595,0.04556025023636192,0.014779546934914397,0.014889852633457767,3.295309218862648,0.9710982658959537,2595
scene-0012_CAM_FRONT_ba3778e1_feedde26,scene-0012,feedde26563b4303ad0faa7ef7684940,2278,1,27.3665,32.37456868942771,24.65188098988838,0.16805355995893478,0.0,0.10446643215412355,0.27251999211305833,0.11011812896651141,0.3132697136866349,0.12523652077789757,0.11609274512230314,0.10993212577729228,4.098729518989888,0.9648814749780509,2278,0.30653235031550413,0.3147584257719047,0.2739311388976078,4.972386650518648,0.11984196663740122,2278,0.05303080825939814,0.030309972255682986,0.030469615097918012,4.328846742575008,0.9367866549604916,2278
scene-0013_CAM_FRONT_b9c60cfa_31815eed,scene-0013,31815eedcec04d4892ae361262825ded,2190,1,27.3665,30.532993155647723,21.953495438227257,0.10948820412158966,0.0,0.22039326531745562,0.3298814694390457,0.2465668657186666,0.39080326600205684,0.2303379429575073,0.24356713010868622,0.21805976971094143,6.744270174798259,0.6109589041095891,2190,0.35842139427091113,0.3863939286852954,0.32696180186496504,7.199183539441953,0.12100456621004566,2190,0.06309893950355457,0.015980039572241374,0.015946274662846593,7.093083497167558,0.9146118721461187,2190
scene-0013_CAM_FRONT_b2329c1f_e30a3a96,scene-0013,e30a3a964a2e44f29009b76f096acdaa,2223,1,27.3665,30.57273724572101,23.15433424458386,0.11078903451561928,0.0,0.16713765024172833,0.2779266847573476,0.1819169452648557,0.32038938899193026,0.19521897621279755,0.19101565648638372,0.174973442762266,5.224318305399912,0.8520017993702205,2223,0.32162620487976396,0.3290609287815928,0.28476862389815105,5.864694116967587,0.13675213675213677,2223,0.062174969616359745,0.02718850289538263,0.02706628316544779,5.3810658352908325,0.9406207827260459,2223
scene-0013_CAM_FRONT_61361625_a32eb5c0,scene-0013,a32eb5c0d8514895af2af5889c1f5199,2311,1,27.3665,28.37551835357661,21.15435659984185,0.036207105964422226,0.0,0.257473767549496,0.29368087351391825,0.2936578747190348,0.3413557732022321,0.24441534510496193,0.26859480978913597,0.2381515396809588,4.889471365179722,0.42752055387278237,2311,0.2853119060231001,0.3152957819645587,0.2741169448834211,5.086339540923481,0.27217654694937254,2311,0.07885190716351421,0.02889768549868446,0.02904299880347816,5.125241037452488,0.9009086975335353,2311
scene-0013_CAM_FRONT_4635c393_6b506fcb,scene-0013,6b506fcb72d542ed96d98270abb7aad3,2230,1,27.3665,27.144913745854858,21.296267075832876,-0.008129947818815708,0.0,0.25078783493699053,0.24265788711817482,0.28503741536260385,0.2746324813262253,0.25963302329725385,0.2728132936948579,0.24206156629111208,4.495393506502537,0.39327354260089686,2230,0.250288796779373,0.26271013043817454,0.23415243277913989,4.438349260244883,0.41524663677130047,2230,0.06334447169511302,0.031068140490702813,0.030922685241371317,4.1587798799008295,0.9434977578475336,2230
scene-0013_CAM_FRONT_da5566fe_9a7dc9c8,scene-0013,9a7dc9c8adce4ae68ca26ad5b5f93366,2371,1,27.3665,29.22402924447813,23.893448466619894,0.0656716525554657,0.0,0.13571533901435373,0.20138699156981943,0.14535580907176704,0.2230980088665424,0.1682112416582997,0.13828643079941266,0.12960791855254206,7.212404482381371,0.9194432728806411,2371,0.23498387873553844,0.2140832769560828,0.19470423545997528,7.334212159645711,0.8043019822859553,2371,0.0797915948949093,0.024258696927050433,0.02420865546573414,7.351101806699765,0.9190215099114297,2371
