clip_id,sequence,method,scale,s_star_joint,abs_log_scale_err,iou,precision,recall,iou_baseline,iou_oracle
08_000000_000020_s5,08,image_mlp,27.58763192727393,29.560553168507,0.06907325560760302,0.09826058612617418,0.32722338719625016,0.12313748062051487,0.09390857320126748,0.14912680099705974
08_000025_000045_s5,08,image_mlp,28.04702512702225,22.062611171272522,0.2399981966613698,0.02814722790607035,0.1791611752849058,0.03231444711672912,0.03293449653962374,0.093728455075546
08_000050_000070_s5,08,image_mlp,25.73461741464174,28.674226241614992,0.10816161227351317,0.08756963300954568,0.4658253294616931,0.0973448573629058,0.11963046501740303,0.11232983894922155
08_000075_000095_s5,08,image_mlp,27.146207365449754,33.186537970329574,0.20090696612883452,0.012333858977247128,0.052840204053495106,0.015834650305227602,0.015529249030929825,0.12941105572630146
08_000100_000120_s5,08,image_mlp,34.59177913028226,38.16029060143091,0.09817940545030934,0.0990780393843622,0.4474284266531543,0.11289154059237162,0.014392261974128889,0.05117863281102984
08_000125_000145_s5,08,image_mlp,28.136196391574803,31.930175352630194,0.12649462326569783,0.03813761906513184,0.21650399290150843,0.04424391752797244,0.028714215822996065,0.07536982387549106
08_000150_000170_s5,08,image_mlp,26.201194623050835,32.90385599055384,0.22778484823662648,0.07532396123567882,0.4941041825622529,0.0816185063819061,0.05561424451463644,0.022277753018823877
08_000175_000195_s5,08,image_mlp,26.870767616823724,36.29473796867138,0.30063378120166995,0.023656486297288386,0.12806539509536785,0.028198249763807765,0.026971780969043947,0.059654333663354236
08_000200_000220_s5,08,image_mlp,31.487276085226668,35.4463497065663,0.11843674705472562,0.072895467160037,0.41510331702011966,0.08123981509195517,0.02571204166838907,0.0776763694622959
08_000225_000245_s5,08,image_mlp,29.95426009156818,33.520522868313286,0.11248631962349132,0.0717844641818783,0.3880311854796462,0.08094886053164475,0.031844407635098326,0.08730116943669305
08_000250_000270_s5,08,image_mlp,30.412756919944595,30.058170929899283,0.01172762074949052,0.030624407836425317,0.32938856015779094,0.03266077773069526,0.05488677033008183,0.03147366489264085
08_000275_000295_s5,08,image_mlp,27.682238719905047,34.035450175748004,0.2066116275714882,0.07407764782102266,0.39119199272065514,0.08373064098968558,0.07725481550883188,0.019510992059957936
08_000300_000320_s5,08,image_mlp,29.87538459074365,36.699079087960676,0.20571677827544654,0.06344028497240309,0.28630314450594746,0.07535764658472698,0.029997693963308394,0.058211785800489635
08_000325_000345_s5,08,image_mlp,31.687064476038127,34.95202170757832,0.0980677758062054,0.08782680959697718,0.4435922212827636,0.09869990257667888,0.052795868598479415,0.04633567194798825
08_000350_000370_s5,08,image_mlp,30.65956802574163,32.715071794604285,0.06489109870184029,0.0798091092381017,0.48841596860614295,0.08708932980777641,0.05857408376490968,0.04780538545839551
08_000375_000395_s5,08,image_mlp,30.595119469754604,32.40119745443536,0.057354878800285114,0.11489634237285161,0.44553310199360413,0.13406631655456938,0.06274216458366602,0.0987503999431192
08_000400_000420_s5,08,image_mlp,25.326332471566587,30.75877789530925,0.19433074990663224,0.01969703194605032,0.12116835758385384,0.022980005477951246,0.037890722162341434,0.050157826555002095
08_000425_000445_s5,08,image_mlp,28.952929663473455,30.04906359422687,0.037160102650402926,0.07692667661080402,0.5037732235203984,0.08323365041993405,0.05632727564948856,0.07978707761079905
08_000450_000470_s5,08,image_mlp,26.073832028364084,31.2086936417821,0.17976449125912985,0.04473146526561588,0.1893202384261404,0.05532940401296134,0.07902836201641972,0.07968890265894485
08_000475_000495_s5,08,image_mlp,33.14198302465869,27.950692735436856,0.17035886390332688,0.028818569068938538,0.1627153585628037,0.03383619809741559,0.10756170649660687,0.10535320412288132
08_000500_000520_s5,08,image_mlp,26.0266605390151,23.938687353911252,0.08362555003638672,0.07640499061499392,0.4092253104671792,0.08587738893025565,0.04704647955255075,0.10702662104648251
08_000525_000545_s5,08,image_mlp,28.100859720251837,24.28718038355654,0.14585151599092683,0.04902196183890383,0.3239198265376276,0.054609486447931524,0.05210438520514548,0.06471779235131364
08_000550_000570_s5,08,image_mlp,26.086342598572745,24.83567265847025,0.049130871995703984,0.04059980545067845,0.217381709039548,0.047550084479845524,0.03585015735285659,0.05190856050367538
08_000575_000595_s5,08,image_mlp,23.85955356125522,22.712822020714302,0.04925509398526007,0.07263005159071367,0.40080071174377224,0.08147701582516956,0.04707136939699998,0.08326467743668732
08_000600_000620_s5,08,image_mlp,29.088314576719053,25.848347734795542,0.11808985109717351,0.03373329914318304,0.2591359869582937,0.037333881353610085,0.044760348777325924,0.05580904958933967
08_000625_000645_s5,08,image_mlp,27.67876735860659,24.850083747930526,0.1078044752406413,0.057025108861618504,0.3394630533580205,0.06414242209800664,0.059868262965214074,0.0826408386122829
08_000650_000670_s5,08,image_mlp,26.92161272207675,25.62140436079542,0.049501300948811,0.06789041258710089,0.4640499644561795,0.0736665618778162,0.05735751564599589,0.09191580322417837
08_000675_000695_s5,08,image_mlp,32.46830638179182,27.849689963903824,0.15344259132172056,0.033967145751491,0.19257941001995363,0.03960780399072749,0.1519566259727806,0.15291044776119403
08_000700_000720_s5,08,image_mlp,23.367851892918885,23.830147381341614,0.01959024875351112,0.08908608530676725,0.433931004013107,0.10080051999589477,0.05250149085088353,0.10703607124012572
08_000725_000745_s5,08,image_mlp,28.367690666336614,27.425448481491017,0.0337794859108671,0.08724526417626315,0.41707942949215254,0.09936095650381364,0.08675252133436773,0.08672256598995798
08_000750_000770_s5,08,image_mlp,30.552309173964286,29.31664387457404,0.041284864399947274,0.09589708828076803,0.43790213195144856,0.1093585790593651,0.12858054585726622,0.12682310607510622
08_000775_000795_s5,08,image_mlp,27.59055902733055,24.762158741857355,0.10815701929648824,0.10231319274060355,0.3983274484296599,0.12101536828554975,0.10600453964560246,0.10243505023988413
08_000800_000820_s5,08,image_mlp,23.370425989164616,22.883494594140835,0.021055485812484953,0.09511615145417962,0.6134740763737969,0.10117974766508274,0.04049118268114977,0.10552223768171569
08_000825_000845_s5,08,image_mlp,22.820175059340926,26.273529820168584,0.14091694591938886,0.06608197290725946,0.262939672448345,0.08110585326341817,0.07989930251653478,0.09611433595607433
08_000850_000870_s5,08,image_mlp,21.032109844266934,23.975469625110627,0.13098089856000117,0.04561341257872793,0.2339718796924057,0.05362114813076803,0.03627764490903716,0.07173049018989339
08_000875_000895_s5,08,image_mlp,25.990998661479082,23.44381767083097,0.10314345138791037,0.07316701870563833,0.4125536480686695,0.08167643810009347,0.06146953575123632,0.10412529923729286
08_000900_000920_s5,08,image_mlp,24.70947905275619,26.853858346217287,0.08322257334419447,0.10377588306942753,0.4232068348897278,0.12087163772557032,0.06379887936912633,0.07068623483779275
08_000925_000945_s5,08,image_mlp,22.673016740119788,25.759100668915437,0.1276124611331011,0.04155415189298769,0.2041294986158105,0.0495880891446078,0.08536565378437735,0.10204632446756305
08_000950_000970_s5,08,image_mlp,26.135622401877008,26.507648316909883,0.014134080322252274,0.09438950497313364,0.48512669849430773,0.10489788139630912,0.08755558743365371,0.09465147241986514
08_000975_000995_s5,08,image_mlp,25.4356187109455,29.185404980400538,0.13751825172095566,0.07234183261077229,0.3685195583005802,0.08257842643851702,0.07523512912753008,0.04320164059990611
08_001000_001020_s5,08,image_mlp,26.017918825057986,27.321467158921948,0.04888724978171988,0.10058248836564243,0.527084208146258,0.11056004986652573,0.09165812921051815,0.09321444538274304
08_001025_001045_s5,08,image_mlp,34.78685673690984,31.271833654577737,0.10652182629974227,0.030509862807999454,0.17739375135291147,0.035537727666955767,0.10887420682612134,0.05276007223442209
08_001050_001070_s5,08,image_mlp,26.765823358573986,29.872970547552136,0.10982825059958046,0.08726502254305353,0.35073937153419593,0.10407749493129083,0.09153093921734655,0.09313957018993961
08_001075_001095_s5,08,image_mlp,26.6629671431058,26.713390881414238,0.0018893665725601139,0.10694992513174331,0.49049588344652273,0.120316426244765,0.10621534870148819,0.10704619383033845
08_001100_001120_s5,08,image_mlp,28.328679259966325,27.425518696302756,0.032400773669060356,0.04526308010641442,0.2705239330867333,0.05155561167050703,0.05190908340138926,0.0519299404548916
08_001125_001145_s5,08,image_mlp,27.372388549432646,27.90398656815902,0.019234778235759364,0.042902647820027874,0.2774948785484343,0.04829771194555938,0.0425152841587382,0.040327542526239595
08_001150_001170_s5,08,image_mlp,31.37400969986521,27.950065346788342,0.11556029601568074,0.04494637838177336,0.23134117266739404,0.05283704961606615,0.0839701264667228,0.07422847776061532
08_001175_001195_s5,08,image_mlp,25.88526251487432,25.00321938344947,0.0346691999700286,0.06321201483640217,0.37034342258440045,0.07082363199539901,0.05716384768414188,0.07155993703918483
08_001200_001220_s5,08,image_mlp,24.50965485858246,22.64178942828334,0.0792698272203376,0.05632305167621153,0.3015374960778161,0.06477362451133321,0.04159914006945593,0.07829399989907315
08_001225_001245_s5,08,image_mlp,28.985149682848327,20.59934236938148,0.34152446745747556,0.030188820340250513,0.18907779495105614,0.03467885337296304,0.031982475355969334,0.07111977488170285
08_001250_001270_s5,08,image_mlp,26.062793886369477,23.142362681455488,0.11884395537835779,0.035989736854162534,0.2762116861044365,0.039737276988971705,0.030989708130804865,0.07781266753465574
08_001275_001295_s5,08,image_mlp,30.295337247981145,28.965911157797507,0.04487415321458066,0.12061541106192789,0.4899790502793296,0.13793272916707622,0.14189297895617478,0.15461928934010152
08_001300_001320_s5,08,image_mlp,29.041892789413613,25.298250860567205,0.13800410913385752,0.03252712685412153,0.24945463877839086,0.036055752877134084,0.05403363249406016,0.07639013416363725
08_001325_001345_s5,08,image_mlp,27.732483559353156,23.00647189246972,0.1868288548244279,0.06634280692284802,0.3339370928976976,0.0764605016549029,0.07052701505757307,0.09109933132384021
08_001350_001370_s5,08,image_mlp,25.413002778210757,24.984123833125224,0.01702038697428021,0.07209512445771749,0.4428299089176022,0.07928730174382002,0.08958895469040193,0.06259509547242745
08_001375_001395_s5,08,image_mlp,29.92991695472356,25.926635924406664,0.14358769289091233,0.09714366231204331,0.5072880168185003,0.10726430820522319,0.12459913909955897,0.08254014709999237
08_001400_001420_s5,08,image_mlp,26.692549701191066,23.98153660208883,0.10710026302724573,0.04988515347671748,0.36987149713577955,0.054518484710178,0.04470136483158729,0.09788733379007564
08_001425_001445_s5,08,image_mlp,27.964189616827007,27.535728663653167,0.01544036383038394,0.08028862523244545,0.33413265028066924,0.09558181591419307,0.06742762850163712,0.06974112873334504
08_001450_001470_s5,08,image_mlp,29.439669094995942,28.44580020797287,0.03434252424873119,0.09059873763968307,0.4472279404068246,0.1020232732135182,0.08999591274047287,0.09241649744415657
08_001475_001495_s5,08,image_mlp,28.59645302552718,23.87520651815888,0.18044215374359363,0.030808359065691186,0.19127356614430038,0.0354225440295814,0.03993044374315708,0.10598774528814085
08_001500_001520_s5,08,image_mlp,25.422395858324872,20.75264722301926,0.20295669668512017,0.03464228157016231,0.3464527270110807,0.037064406623097707,0.029364426481633822,0.07653195656044151
08_001525_001545_s5,08,image_mlp,29.536091748105363,27.782292842100507,0.06121409499705255,0.09757086904769821,0.4491413878600508,0.11083414534659748,0.09777096665987016,0.1018317969307166
08_001550_001570_s5,08,image_mlp,24.68070552981311,27.308765804565382,0.10118595665823049,0.05434165354533956,0.3399539784425336,0.06075143924856075,0.09073959390194089,0.09083364072298045
08_001575_001595_s5,08,image_mlp,25.46062207162131,28.248316876688644,0.10390085010822636,0.08106883751749505,0.448408691424511,0.09004881712354487,0.10800829875518672,0.10641002611543297
08_001600_001620_s5,08,image_mlp,29.490839648895772,28.539059653676556,0.032806031606565256,0.10495979458071492,0.6932518075515487,0.11007178440584763,0.09045141576421653,0.10988914484128325
08_001625_001645_s5,08,image_mlp,30.940019225891643,27.59981088538421,0.11424154581667922,0.09651345020699108,0.49702053803876195,0.10696032719327186,0.08077419211967203,0.08453517859818321
08_001650_001670_s5,08,image_mlp,32.75942860160388,29.889006371655785,0.09170008397118412,0.038023256402597995,0.26181678750697157,0.042589022454071215,0.09311900329371331,0.07902010564677941
08_001675_001695_s5,08,image_mlp,32.123038974994685,30.845735900173427,0.040574977389914224,0.04255698800017844,0.31085043988269795,0.04699044429120284,0.07675699449236828,0.05504874340398891
08_001700_001720_s5,08,image_mlp,31.136966245966615,31.111419445720355,0.0008208020624684842,0.06626545391895344,0.3302735994314817,0.07655193713324869,0.06320400130219894,0.06665161087107682
08_001725_001745_s5,08,image_mlp,31.446598606786658,37.383608093287975,0.17294149717912388,0.04500549601538884,0.25788292721332123,0.05170155002051962,0.011049158873408403,0.09484148501608647
08_001750_001770_s5,08,image_mlp,31.910799907847135,36.77704534696776,0.14192937520652915,0.03242499840081878,0.14823371154520998,0.03984968907966007,0.007291503677045846,0.09430550964373174
08_001775_001795_s5,08,image_mlp,33.09694256343748,36.24391237889065,0.09083052439069039,0.10422326659370373,0.3434019896909403,0.13016176754357753,0.018639169197609485,0.08508440913604767
08_001800_001820_s5,08,image_mlp,35.07422418358481,33.01192275182371,0.06059771523322466,0.07205802290280611,0.31494252873563217,0.0854516605569842,0.051516096728120436,0.1259982821323489
08_001825_001845_s5,08,image_mlp,25.815101103335923,25.156075079761298,0.02586021353732537,0.11221681538124577,0.3473237443999057,0.1422037723098459,0.1011628472729042,0.1020513834364203
08_001850_001870_s5,08,image_mlp,23.625250675060382,28.758838998421588,0.19662907950759312,0.013546000580542882,0.06177029595438501,0.017055091694545183,0.08924221349583875,0.1093683897149841
08_001875_001895_s5,08,image_mlp,19.812227079034418,30.611667527627027,0.43508195168569586,0.0033876773237349143,0.018853102906520033,0.0041127581184131606,0.060896418614625775,0.13387348890553752
08_001900_001920_s5,08,image_mlp,24.313881199772755,25.842174763615258,0.06096040801307856,0.043156514589213095,0.13279540481400437,0.06009221152953554,0.15759585242343863,0.09468539312981468
08_001925_001945_s5,08,image_mlp,19.587552445991,16.16678168776479,0.19193566124490768,0.056762081866684376,0.33621820089168636,0.06392580218903487,0.027827695841264103,0.07107332296732502
08_001950_001970_s5,08,image_mlp,22.650162289054258,15.227607542571457,0.3970569508876469,0.02223537286935263,0.18690369403897905,0.02461657430081196,0.01937399830300745,0.06802603478084003
08_001975_001995_s5,08,image_mlp,25.304893622077326,17.094449501745164,0.39224398055054266,0.048915134583535476,0.36114370406965973,0.053548700198701574,0.043137091741210734,0.06960282117943833
08_002000_002020_s5,08,image_mlp,22.161540856901897,20.23855698401676,0.09076884609390579,0.07392750987090191,0.4831825562514498,0.08027516306494657,0.06446204087365685,0.08186103382892382
08_002025_002045_s5,08,image_mlp,22.30475194494969,22.24719618676868,0.0025837608730450157,0.08042935134634958,0.4702699778174539,0.0884420883403372,0.04462266655680372,0.08044201960421675
08_002050_002070_s5,08,image_mlp,25.725102841400552,21.05906667251878,0.2001360912546435,0.040702269391441795,0.333950903195924,0.04429835340378471,0.030256706623664736,0.06648599480490253
08_002075_002095_s5,08,image_mlp,23.568440098235534,19.650909639499886,0.18178490376598067,0.030988197602695586,0.18229082047116166,0.03599114656287758,0.026343586086108678,0.06737948635238086
08_002100_002120_s5,08,image_mlp,24.294423063572136,18.33014419289201,0.28169989213204705,0.03748211731044349,0.3281563126252505,0.040597495971240856,0.028500968424845726,0.06249638197121786
08_002125_002145_s5,08,image_mlp,23.4883798205494,17.96352745718329,0.26816237324455017,0.03504112626666323,0.1705358263270172,0.04224038790289995,0.027418251817329854,0.1152557694352866
