clip_id,sequence,method,scale,s_star_joint,abs_log_scale_err,iou,precision,recall,iou_baseline,iou_oracle
08_000000_000020_s5,08,depth_mlp,28.67282696688546,29.560553168507,0.03049093062591357,0.13061647828358153,0.4144864864864865,0.16016970394645227,0.09390857320126748,0.14912680099705974
08_000025_000045_s5,08,depth_mlp,24.256565536784265,22.062611171272522,0.09480295091857194,0.09109242044169003,0.43029739776951675,0.10358521170087813,0.03293449653962374,0.093728455075546
08_000050_000070_s5,08,depth_mlp,23.01909131584905,28.674226241614992,0.219674750090896,0.018712064549010782,0.11146157788905098,0.021992640594976,0.11963046501740303,0.11232983894922155
08_000075_000095_s5,08,depth_mlp,35.00955930351716,33.186537970329574,0.05347683628510591,0.11883682681877034,0.43707970011905145,0.1403117349942673,0.015529249030929825,0.12941105572630146
08_000100_000120_s5,08,depth_mlp,35.93448660279664,38.16029060143091,0.06009799790331227,0.08417928801776818,0.41911098616187176,0.09529796150294766,0.014392261974128889,0.05117863281102984
08_000125_000145_s5,08,depth_mlp,34.71409649488879,31.930175352630194,0.08359434501127971,0.05360680246682863,0.3018838139339087,0.06119270849999467,0.028714215822996065,0.07536982387549106
08_000150_000170_s5,08,depth_mlp,36.20568795435989,32.90385599055384,0.09562637803595653,0.015579025778818272,0.1794447508733223,0.01677398657164463,0.05561424451463644,0.022277753018823877
08_000175_000195_s5,08,depth_mlp,34.08214179960356,36.29473796867138,0.06289922500354983,0.08798587648007793,0.42875789848408435,0.09966967567530291,0.026971780969043947,0.059654333663354236
08_000200_000220_s5,08,depth_mlp,32.794148845697244,35.4463497065663,0.07777016685453031,0.08757679017085813,0.47180116996865,0.09709667764142473,0.02571204166838907,0.0776763694622959
08_000225_000245_s5,08,depth_mlp,32.28422940961963,33.520522868313286,0.037579016767046,0.10091137465677397,0.5252067623449282,0.11104111086111022,0.031844407635098326,0.08730116943669305
08_000250_000270_s5,08,depth_mlp,25.26621447932693,30.058170929899283,0.17366642794130538,0.07878261720182925,0.5589243114291911,0.08400534567619544,0.05488677033008183,0.03147366489264085
08_000275_000295_s5,08,depth_mlp,29.855468629684754,34.035450175748004,0.1310346069263466,0.04330232622047569,0.2682470102566285,0.0491025521174161,0.07725481550883188,0.019510992059957936
08_000300_000320_s5,08,depth_mlp,34.62652604641131,36.699079087960676,0.05813162469573463,0.08077359858798418,0.40793974363403934,0.09150017824206823,0.029997693963308394,0.058211785800489635
08_000325_000345_s5,08,depth_mlp,30.929538745573986,34.95202170757832,0.12226463898064388,0.09369353251632526,0.4545875408697665,0.10555984815399604,0.052795868598479415,0.04633567194798825
08_000350_000370_s5,08,depth_mlp,31.32676330199645,32.715071794604285,0.0433630931018647,0.07174253929448951,0.4653239368943701,0.07818797139185489,0.05857408376490968,0.04780538545839551
08_000375_000395_s5,08,depth_mlp,32.12234203818801,32.40119745443536,0.00864357890404488,0.10252901345371176,0.43722763272575693,0.1181167654556064,0.06274216458366602,0.0987503999431192
08_000400_000420_s5,08,depth_mlp,29.46497631271163,30.75877789530925,0.0429730991497963,0.05786307129136312,0.3293450232078391,0.06559161873459327,0.037890722162341434,0.050157826555002095
08_000425_000445_s5,08,depth_mlp,32.625169363711215,30.04906359422687,0.08225255794835196,0.059166898775060296,0.4817137894432114,0.06318947348434503,0.05632727564948856,0.07978707761079905
08_000450_000470_s5,08,depth_mlp,35.69829062873901,31.2086936417821,0.1344061077246348,0.028507852558934503,0.2107144985400155,0.031915949851522234,0.07902836201641972,0.07968890265894485
08_000475_000495_s5,08,depth_mlp,28.76965303122192,27.950692735436856,0.028879133297247783,0.09388672105947736,0.3524189968930315,0.11346098885395828,0.10756170649660687,0.10535320412288132
08_000500_000520_s5,08,depth_mlp,22.3950081002864,23.938687353911252,0.06665778660301758,0.07370136715265727,0.3286328958310735,0.08676518319109533,0.04704647955255075,0.10702662104648251
08_000525_000545_s5,08,depth_mlp,27.89654632269257,24.28718038355654,0.1385542385403653,0.04931037519111773,0.3255297785763357,0.05492154065620542,0.05210438520514548,0.06471779235131364
08_000550_000570_s5,08,depth_mlp,27.3939918885647,24.83567265847025,0.09804268191696863,0.036242779790809074,0.19567049638468703,0.04258749698286266,0.03585015735285659,0.05190856050367538
08_000575_000595_s5,08,depth_mlp,24.89543582302919,22.712822020714302,0.0917548746401673,0.056659321444183744,0.3357297668763546,0.0638131122833459,0.04707136939699998,0.08326467743668732
08_000600_000620_s5,08,depth_mlp,26.8636829727436,25.848347734795542,0.0385286175766657,0.04762200587509651,0.33835676902705086,0.05251208580431762,0.044760348777325924,0.05580904958933967
08_000625_000645_s5,08,depth_mlp,30.937481753604818,24.850083747930526,0.21910732787125653,0.04121086982654382,0.2713221601489758,0.046339659847177715,0.059868262965214074,0.0826408386122829
08_000650_000670_s5,08,depth_mlp,25.108837392521757,25.62140436079542,0.02020823846464115,0.09275497099331297,0.5237559389847461,0.10129857567770174,0.05735751564599589,0.09191580322417837
08_000675_000695_s5,08,depth_mlp,27.559087616361495,27.849689963903824,0.01048949371551089,0.1529343179168286,0.47996166579543476,0.18330948657371976,0.1519566259727806,0.15291044776119403
08_000700_000720_s5,08,depth_mlp,23.160824530727968,23.830147381341614,0.02848922221847694,0.08251945042211555,0.4070142883651883,0.09379597003181554,0.05250149085088353,0.10703607124012572
08_000725_000745_s5,08,depth_mlp,27.612150223368754,27.425448481491017,0.006784542292092688,0.08751507166030653,0.41052478134110787,0.1000931197975533,0.08675252133436773,0.08672256598995798
08_000750_000770_s5,08,depth_mlp,28.842961584502206,29.31664387457404,0.016289407755814445,0.1364172655256424,0.5363737687140404,0.1546532331610718,0.12858054585726622,0.12682310607510622
08_000775_000795_s5,08,depth_mlp,24.871384791551186,24.762158741857355,0.00440130678733297,0.1038525355650053,0.34514554330139213,0.12933750381101863,0.10600453964560246,0.10243505023988413
08_000800_000820_s5,08,depth_mlp,21.59507803057724,22.883494594140835,0.05795047083729532,0.10071604427822362,0.5499794745484401,0.10976159265934786,0.04049118268114977,0.10552223768171569
08_000825_000845_s5,08,depth_mlp,29.092149992184883,26.273529820168584,0.10190641643107501,0.07278880866425992,0.3221232575787834,0.08595515198021912,0.07989930251653478,0.09611433595607433
08_000850_000870_s5,08,depth_mlp,26.746507242000057,23.975469625110627,0.10937268572954961,0.03811426216879557,0.21277127712771277,0.04437144793784869,0.03627764490903716,0.07173049018989339
08_000875_000895_s5,08,depth_mlp,27.584402610928795,23.44381767083097,0.1626436688256545,0.06117890815085158,0.3678075538540655,0.06836817061772453,0.06146953575123632,0.10412529923729286
08_000900_000920_s5,08,depth_mlp,27.490706954825324,26.853858346217287,0.02343850796989244,0.06306564722406306,0.3292198068880054,0.07236409034161843,0.06379887936912633,0.07068623483779275
08_000925_000945_s5,08,depth_mlp,31.736291879476777,25.759100668915437,0.20867289157380808,0.04151511452866268,0.24370671124910437,0.047654630027460725,0.08536565378437735,0.10204632446756305
08_000950_000970_s5,08,depth_mlp,26.48013539222516,26.507648316909883,0.0010384630279407503,0.09441375164596096,0.4886839278438345,0.10476288790775974,0.08755558743365371,0.09465147241986514
08_000975_000995_s5,08,depth_mlp,26.629652145058124,29.185404980400538,0.09164341766028672,0.08262266716104313,0.4161738156010708,0.09345467762679639,0.07523512912753008,0.04320164059990611
08_001000_001020_s5,08,depth_mlp,26.680142785946575,27.321467158921948,0.023753163172833158,0.09761433999219035,0.5339730114599579,0.10670487960215184,0.09165812921051815,0.09321444538274304
08_001025_001045_s5,08,depth_mlp,30.205897466655994,31.271833654577737,0.03468062349884171,0.074328395681647,0.3610145722821779,0.085588320323793,0.10887420682612134,0.05276007223442209
08_001050_001070_s5,08,depth_mlp,32.47020299381523,29.872970547552136,0.08336876134805138,0.07149611617696724,0.3413002297368103,0.08294073283250242,0.09153093921734655,0.09313957018993961
08_001075_001095_s5,08,depth_mlp,27.749077877921284,26.713390881414238,0.03803763919526215,0.1029102384291725,0.499858075503832,0.11472312703583062,0.10621534870148819,0.10704619383033845
08_001100_001120_s5,08,depth_mlp,30.594791221494454,27.425518696302756,0.10935585370140899,0.03234526300198108,0.21210465610392765,0.03676230758709216,0.05190908340138926,0.0519299404548916
08_001125_001145_s5,08,depth_mlp,29.158103804084565,27.90398656815902,0.04396331136385001,0.036983065267959775,0.24904004388370818,0.04162506876388011,0.0425152841587382,0.040327542526239595
