clip_id,sequence,method,scale,s_star_joint,abs_log_scale_err,iou,precision,recall,iou_baseline,iou_oracle
08_000000_000020_s5,08,combined_mlp,30.31365301451099,29.560553168507,0.025157396247865726,0.09100636985608844,0.4961870635795663,0.10027200906077964,0.0748964723615647,0.09990890781303538
08_000025_000045_s5,08,combined_mlp,25.46901258819606,22.062611171272522,0.1435781469940114,0.04101645554939886,0.34336569579288023,0.04450752279210247,0.022400123162189207,0.08037902303545172
08_000050_000070_s5,08,combined_mlp,24.41692400908015,28.674226241614992,0.16072218012934814,0.037628530800946074,0.3158968206358728,0.04096683600040454,0.07297425133768883,0.06273533161374485
08_000075_000095_s5,08,combined_mlp,21.89714281023185,33.186537970329574,0.41578814784575346,0.0017106483357192375,0.013152429738335872,0.0019625463522460825,0.016105610561056107,0.07437809560910456
08_000100_000120_s5,08,combined_mlp,33.88099806433258,38.16029060143091,0.1189411337370525,0.061180915385689864,0.4905861645954451,0.06533134455572129,0.009263946542472411,0.021580569464965
08_000125_000145_s5,08,combined_mlp,29.246769944615163,31.930175352630194,0.08778236015839802,0.03579812495386205,0.31677045682184385,0.0387934252770578,0.020156633638383974,0.04549928907360822
08_000150_000170_s5,08,combined_mlp,28.78014955185749,32.90385599055384,0.13390395643669972,0.01762249886156024,0.2940584088620342,0.018400971607965354,0.0249986300619212,0.009493862581295328
08_000175_000195_s5,08,combined_mlp,33.654271399624584,36.29473796867138,0.07553278709156253,0.05115566766189643,0.4332661180445801,0.054824183326552145,0.01638106086870388,0.02829408267197477
08_000200_000220_s5,08,combined_mlp,33.04338288672184,35.4463497065663,0.07019894645658109,0.053072151731679264,0.49033269465249957,0.05617080714356979,0.01617537117472243,0.04180031950891228
08_000225_000245_s5,08,combined_mlp,30.21097505462139,33.520522868313286,0.10395260342170909,0.05061822640851631,0.4379322897706589,0.05413519333997621,0.02158518396730514,0.04783028436656035
08_000250_000270_s5,08,combined_mlp,29.12346949899892,30.058170929899283,0.03159017405031417,0.01896347241134796,0.3363009125306032,0.019700772515401414,0.028969208828352255,0.018373082086088146
08_000275_000295_s5,08,combined_mlp,32.135019461176626,34.035450175748004,0.057456249229813405,0.0121319549882676,0.15238616662104207,0.013009878158985385,0.043093810346579935,0.008748626203663942
